인덱스,장학금명,재단,장학종류,선발인원,장학혜택,선발대상,신청기간,조회수
1863,대구시 중소기업 근로자 자녀 장학 (2019년),대구광역시,장학금,총 50명 선발,장학금지급 : 최대 350만원,"고등학생, 대학생, 전문대생",2019. 10. 07. (월) ~ 2019. 10. 25. (금),조회 : 290
1864,대전시 인재육성장학 (2019년 하반기),대전인재육성장학재단,장학금,총 222명 선발,장학금지급 : 최대 150만원,"중학생, 고등학생, 대학생, 전문대생",2019. 10. 08. (화) ~ 2019. 10. 25. (금),"조회 : 1,032"
1865,대전시 외국인유학생 장학 (2019년 하반기),대전인재육성장학재단,장학금,총 20명 선발,장학금지급 : 최대 80만원,"대학생, 전문대생",2019. 10. 07. (월) ~ 2019. 10. 25. (금),조회 : 239
1866,과천시 학자금대출 이자지원 (2019년 2학기),과천시애향장학회,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 09. 17. (화) ~ 2019. 10. 31. (목),조회 : 233
1867,대전시 학자금대출 이자지원 (2019년),대전광역시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 10. 01. (화) ~ 2019. 10. 31. (목),조회 : 326
1869,세종시 학자금대출 이자지원 (2019년 2학기),세종특별자치시 인재육성평생교육진흥원,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 09. 17. (화) ~ 2019. 10. 31. (목),조회 : 310
1871,김제시 학자금대출 이자지원 (2019년 하반기),김제시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 10. 01. (화) ~ 2019. 10. 31. (목),조회 : 187
1872,통영시 학자금 대출이자 지원 (2019년 하반기),통영시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생, 대학원생",2019. 09. 16. (월) ~ 2019. 10. 31. (목),조회 : 200
1874,울산시 학자금대출 이자지원 (2019년 2학기),울산광역시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 09. 19. (목) ~ 2019. 10. 31. (목),조회 : 224
1875,감신M.Div. 총동문회 장학,감리교신학대학교 총동문회,장학금,총 6명 선발,장학금지급 : 최대 100만원,대학원생,2019. 09. 26. (목) ~ 2019. 10. 15. (화),조회 : 384
1876,구례군 씨앗장학,(재)한국사회적경제씨앗재단,장학금,총 29명 선발,장학금지급 : 최대 100만원,"중학생, 고등학생, 대학생, 전문대생",2019. 10. 01. (화) ~ 2019. 10. 18. (금),조회 : 231
1878,쉐보레 첫차지원,한국지엠한마음재단,기타장학,총 10명 선발,기타혜택 : 최대 -만원,기타/일반,2019. 10. 01. (화) ~ 2019. 10. 18. (금),조회 : 633
1879,유하푸른재단 이공계장학,유하푸른재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2019. 10. 07. (월) ~ 2019. 10. 21. (월),조회 : 704
1880,전남 인재육성장학 (2019년 하반기),전남인재평생교육진흥원,장학금,총 918명 선발,장학금지급 : 최대 200만원,"초등학생, 중학생, 고등학생, 대학생",2019. 10. 10. (목) ~ 2019. 10. 25. (금),조회 : 849
1882,제 41기 뉴질랜드 영어·선교 장학,Auckland Edinburgh College,"장학금, 연수/연구장학",총 100명 선발,장학금지급 : 최대 -만원,"고등학생, 대학생, 전문대생, 대학원생, 기타/일반","(1차) 2019. 09. 30. (월) ~ 2019. 10. 26. (토)
(2차) 2019. 11. 25. (월) ~ 2019. 12. 21. (토)","조회 : 1,807"
1883,수림재단 동교인재상 장학 (2019년),수림재단,장학금,총 15명 선발,장학금지급 : 최대 500만원,대학생,2019. 09. 02. (월) ~ 2019. 10. 31. (목),"조회 : 1,029"
1884,SPC 장애어린이 의료비 지원,푸르메재단,기타장학,인원 미정,기타혜택 : 최대 -만원,"초등학생, 중학생, 고등학생, 기타/일반",2019. 10. 01. (화) ~ 2019. 10. 31. (목),조회 : 219
1885,완주군 학자금대출 이자지원 (2019년 하반기),완주군,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 10. 14. (월) ~ 2019. 11. 07. (목),조회 : 266
1886,예술인 사회보험료 지원,한국예술인복지재단,기타장학,인원 미정,기타혜택 : 최대 -만원,기타/일반,2019. 03. 29. (금) ~ 2019. 10. 31. (목),조회 : 291
1887,통일간호리더 간호장학 (2019년),대한간호협회,장학금,인원 미정,장학금지급 : 최대 -만원,"대학생, 전문대생, 대학원생",2019. 10. 08. (화) ~ 2019. 11. 08. (금),조회 : 789
1888,안산 학교밖청소년 장학 (2019년 하반기),안산인재육성재단,장학금,총 6명 선발,장학금지급 : 최대 100만원,"초등학생, 중학생, 고등학생, 기타/일반",2019. 10. 14. (월) ~ 2019. 10. 21. (월),조회 : 195
1889,안산 꿈키움 대학생 장학 (2019년 하반기),안산인재육성재단,장학금,총 27명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생",2019. 10. 14. (월) ~ 2019. 10. 21. (월),조회 : 287
1890,엔디에스엠 산학장학,엔디에스엠(주),취업연계/산학장학,총 0명 선발,장학금지급 : 최대 400만원,대학생,2019. 10. 10. (목) ~ 2019. 10. 20. (일),조회 : 397
1891,우덕윤덕병재단 생명과학 대학원 장학,우덕윤덕병재단,장학금,인원 미정,장학금지급 : 최대 500만원,대학원생,2019. 10. 07. (월) ~ 2019. 10. 22. (화),조회 : 322
1892,인슐레이션 코리아 드림재단 장학 (2019년),인슐레이션코리아,장학금,총 30명 선발,장학금지급 : 최대 100만원,"중학생, 고등학생, 대학생, 대학원생",2019. 10. 07. (월) ~ 2019. 10. 23. (수),조회 : 889
1893,콘텐츠 공감하다 교육참가자 모집,한국콘텐츠진흥원,"연수/연구장학, 기타장학",총 40명 선발,연수/연구지원 : 최대 1000만원,기타/일반,2019. 10. 11. (금) ~ 2019. 10. 24. (목),조회 : 487
1895,브리즈바이춘천 청년정착 지원,춘천사회혁신파크,"기숙사/주거지원, 기타장학",총 20명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생, 대학원생, 기타/일반",2019. 09. 30. (월) ~ 2019. 10. 29. (화),조회 : 568
1896,수원시 학자금대출 이자지원 (2019년 하반기),수원시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 10. 15. (화) ~ 2019. 10. 31. (목),조회 : 284
1897,파주시 돈재갑진장학 (2019년),파주돈재갑진장학회,장학금,총 0명 선발,장학금지급 : 최대 120만원,"대학생, 전문대생",2019. 10. 17. (목) ~ 2019. 10. 31. (목),조회 : 470
1898,광주북구장학회 장학 (2019년),광주북구장학회,장학금,총 154명 선발,장학금지급 : 최대 150만원,"고등학생, 대학생, 전문대생",2019. 10. 17. (목) ~ 2019. 10. 31. (목),조회 : 564
1899,남원시 학자금대출 이자지원 (2019년 2학기),남원시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 09. 16. (월) ~ 2019. 10. 31. (목),조회 : 184
1902,청년무대예술 해외레지던스,한국문화예술위원회,"기숙사/주거지원, 연수/연구장학, 기타장학",인원 미정,연수/연구지원 : 최대 -만원,기타/일반,2019. 10. 17. (목) ~ 2019. 10. 31. (목),조회 : 253
1903,한국양봉농협 조합원자녀 장학,한국양봉농협,장학금,총 62명 선발,장학금지급 : 최대 150만원,"고등학생, 대학생, 전문대생",2019. 09. 16. (월) ~ 2019. 10. 31. (목),조회 : 234
1904,부산시 학자금대출 이자지원 (2019년),부산광역시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 10. 14. (월) ~ 2019. 11. 01. (금),조회 : 334
1906,서울평화희망장학 (2019년),김대중평화센터,장학금,총 10명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생",2019. 10. 16. (수) ~ 2019. 11. 01. (금),조회 : 866
1907,대한한의사협회 장학,대한한의사협회,장학금,총 5명 선발,장학금지급 : 최대 100만원,"대학생, 대학원생",2019. 10. 14. (월) ~ 2019. 11. 08. (금),조회 : 654
1909,"아산사회복지재단 나래장학 (다문화, 조손)",아산사회복지재단,장학금,총 00명 선발,장학금지급 : 최대 -만원,대학생,2019. 10. 24. (목) ~ 2019. 11. 13. (수),조회 : 978
1911,아산사회복지재단 나래장학 (복지),아산사회복지재단,장학금,총 00명 선발,장학금지급 : 최대 -만원,대학생,2019. 10. 24. (목) ~ 2019. 11. 13. (수),"조회 : 1,192"
1912,아산사회복지재단 다솜장학,아산사회복지재단,장학금,총 00명 선발,장학금지급 : 최대 -만원,대학생,2019. 10. 24. (목) ~ 2019. 11. 13. (수),"조회 : 1,361"
1913,광주시 학자금대출 이자지원 (2019년 2학기),광주광역시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생, 대학원생",2019. 10. 14. (월) ~ 2019. 11. 15. (금),조회 : 417
1914,안동시 학자금대출 이자지원 (2019년 하반기),안동시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 09. 23. (월) ~ 2019. 11. 15. (금),조회 : 420
1916,경상북도 중소기업 근로자자녀 장학 (2019년),경상북도,장학금,인원 미정,장학금지급 : 최대 300만원,"고등학생, 대학생, 전문대생",2019. 10. 04. (금) ~ 2019. 11. 15. (금),조회 : 442
1917,건국대(글로벌) 재해특별장학금,건국대학교 글로컬캠퍼스,장학금,인원 미정,장학금지급 : 최대 100만원,대학생,2019. 10. 18. (금) ~ 2019. 11. 20. (수),조회 : 344
1919,STX장학재단 장학 (2019년),STX장학재단,장학금,총 20명 선발,"장학금지급 : 최대 2,400만원",대학생,2019. 11. 12. (화) ~ 2019. 11. 25. (월),"조회 : 3,459"
1921,충북 학자금대출 이자지원 (2019년 2학기),충북인재양성재단,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 10. 15. (화) ~ 2019. 11. 30. (토),조회 : 295
1922,박신양 FUN 장학 (2019년),박신양FUN장학회,장학금,총 00명 선발,장학금지급 : 최대 100만원,"대학생, 전문대생",2019. 10. 10. (목) ~ 2019. 11. 30. (토),"조회 : 2,597"
1923,정읍시 봉사 장학 (2019년),정읍시자원봉사센터,장학금,총 40명 선발,장학금지급 : 최대 100만원,"고등학생, 대학생, 전문대생",2019. 10. 28. (월) ~ 2019. 11. 04. (월),조회 : 441
1924,서울대 아시아연구소 방문학자 펠로십,서울대학교 아시아연구소,"연수/연구장학, 기타장학",총 0명 선발,연수/연구지원 : 최대 360만원,"대학원생, 기타/일반",2019. 10. 10. (목) ~ 2019. 11. 29. (금),조회 : 553
1925,여수시 인재육성장학 (2019년 하반기),여수시인재육성장학회,장학금,총 117명 선발,장학금지급 : 최대 150만원,"고등학생, 대학생, 전문대생",2019. 10. 21. (월) ~ 2019. 11. 08. (금),조회 : 605
1926,삼성드림클래스 겨울캠프 (2020년),삼성 드림클래스,장학프로그램,총 540명 선발,장학금지급 : 최대 250만원,"대학생, 전문대생, 대학원생",2019. 10. 30. (수) ~ 2019. 11. 06. (수),"조회 : 1,945"
1928,전라북도 공기관 직무인턴,전라북도,취업연계/산학장학,총 130명 선발,근로비/수당 : 최대 -만원,"대학생, 전문대생, 대학원생",2019. 11. 01. (금) ~ 2019. 11. 15. (금),조회 : 599
1929,두산연강재단 장학 (2019년),두산연강재단,장학금,총 00명 선발,장학금지급 : 최대 -만원,대학생,2019. 10. 23. (수) ~ 2019. 11. 20. (수),"조회 : 2,077"
1930,강북구 꿈나무키움 장학 (2019년),강북구꿈나무키움장학재단,장학금,총 6명 선발,장학금지급 : 최대 300만원,"초등학생, 중학생, 고등학생, 기타/일반",2019. 11. 07. (목) ~ 2019. 11. 22. (금),조회 : 810
1931,한국학중앙연구원 한문 연수 펠로십,한국학중앙연구원,"기숙사/주거지원, 연수/연구장학",인원 미정,거주 지원 : 최대 -만원,"대학생, 대학원생",2019. 11. 01. (금) ~ 2019. 11. 30. (토),조회 : 604
1932,2020학년도 하이트진로 장학금,하이트진로홀딩스,장학금,총 000명 선발,장학금지급 : 최대 150만원,대학생,2019. 11. 01. (금) ~ 2019. 12. 06. (금),"조회 : 4,162"
1933,사학연금 국고학자금 대여,사립학교교직원연금공단,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 07. 01. (월) ~ 2019. 12. 15. (일),조회 : 972
1935,천주교주교회의 명도회장학 (2019년),한국천주교주교회의,"장학금, 연수/연구장학",인원 미정,"장학금지급 : 최대 1,800만원","대학생, 전문대생, 대학원생",2019. 10. 16. (수) ~ 2019. 12. 16. (월),"조회 : 1,041"
1936,강원 폐광지역 하이원SOS 장학 (2019년),강원랜드,장학금,인원 미정,장학금지급 : 최대 500만원,"중학생, 고등학생, 대학생, 전문대생",2019. 07. 01. (월) ~ 2019. 12. 25. (수),조회 : 950
1937,예술인 텀블벅 기금 지원,한국문화예술위원회,기타장학,인원 미정,기타혜택 : 최대 200만원,기타/일반,2019. 01. 22. (화) ~ 2019. 12. 28. (토),"조회 : 1,208"
1938,취약계층 무상의료지원,한국사회복지공제회,기타장학,총 100명 선발,기타혜택 : 최대 -만원,기타/일반,2019. 09. 25. (수) ~ 2019. 12. 31. (화),"조회 : 1,131"
1939,강원도형 일자리 안심공제,강원도,취업연계/산학장학,"총 3,331명 선발",근로비/수당 : 최대 -만원,기타/일반,2019. 01. 02. (수) ~ 2019. 12. 31. (화),조회 : 623
1940,경상남도 백엽장학재단 이공계열 장학 (2019년),백엽장학재단,장학금,총 0명 선발,장학금지급 : 최대 500만원,"대학생, 전문대생, 대학원생",2019. 10. 24. (목) ~ 2019. 11. 08. (금),조회 : 886
1941,진천군장학회 장학 (2019년 하반기),진천군장학회,장학금,총 166명 선발,장학금지급 : 최대 200만원,"고등학생, 대학생, 전문대생",2019. 10. 25. (금) ~ 2019. 11. 05. (화),조회 : 481
1942,제 15기 옥한흠장학,옥한흠장학회,장학금,인원 미정,장학금지급 : 최대 -만원,"중학생, 고등학생, 대학생, 전문대생, 대학원생",2019. 10. 28. (월) ~ 2019. 11. 18. (월),"조회 : 2,526"
1943,건국대 김정옥 유럽연수 장학,건국대김정옥교수장학기금,연수/연구장학,총 5명 선발,연수/연구지원 : 최대 400만원,대학생,2019. 10. 28. (월) ~ 2019. 11. 20. (수),조회 : 644
1944,익산시 학자금대출 이자지원 (2019년 하반기),익산시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 10. 28. (월) ~ 2019. 11. 30. (토),조회 : 244
1945,의생명과학 해외대학원 장학,아산사회복지재단,"장학금, 연수/연구장학",총 0명 선발,연수/연구지원 : 최대 20000만원,"대학생, 대학원생",2019. 11. 01. (금) ~ 2019. 12. 01. (일),조회 : 428
1946,핀란드 정부초청장학,국립국제교육원,"장학금, 연수/연구장학",인원 미정,장학금지급 : 최대 -만원,"대학원생, 기타/일반",2019. 10. 22. (화) ~ 2020. 01. 23. (목),"조회 : 3,184"
1947,대구시 인재육성장학 (2019년),대구광역시,장학금,총 60명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생",2019. 10. 25. (금) ~ 2019. 11. 06. (수),조회 : 468
1948,한국장학재단 동계 대학생 재능봉사 캠프 (2019년 하반기),한국장학재단,장학프로그램,인원 미정,활동 지원 : 최대 55만원,"대학생, 전문대생, 대학원생",2019. 10. 28. (월) ~ 2019. 11. 08. (금),"조회 : 1,202"
1949,성동구 저소득층 장학 (2019년 하반기),성동구장학재단,장학금,인원 미정,장학금지급 : 최대 200만원,"대학생, 전문대생",2019. 10. 28. (월) ~ 2019. 11. 08. (금),조회 : 280
1950,강화군 학자금대출 이자지원 (2019년 하반기),강화군,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 10. 15. (화) ~ 2019. 11. 08. (금),조회 : 156
1952,무주군 학자금대출 이자지원 (2019년 하반기),무주군,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2019. 10. 16. (수) ~ 2019. 11. 08. (금),조회 : 154
